vaalipiiri,puolue,Suomen pitää ottaa käyttöön kolmas virallinen sukupuoli.,"On hyväksyttävää, että julkisia palveluja on vähemmän syrjäseuduilla.",Suomessa on liian helppo elää yhteiskunnan tukien varassa.,Yhteiskunnan johtavissa asemissa olevat eivät ymmärrä kansan ongelmia.,Turkistarhaus pitää sallia myös tulevaisuudessa.,"Kansanäänestyksiä on lisättävä, jotta kansalaisten suora osallistuminen päätöksentekoon kasvaa.",Lihantuotannon tukea tulee vähentää ilmastosyistä.,Suomeen pitää rakentaa ainakin yksi suuri ydinvoimala lisää.,Metsähakkuita pitää rajoittaa ilmastopäästöjä poistavien hiilinielujen kasvattamiseksi.,Valtion pitää ympäristösyistä ohjata ihmisiä kuluttamaan vähemmän. ,"Suomen pitää suojella kaikki luonnontilaiset metsät, jotta luonnon monimuotoisuus vahvistuisi.","Suomen pitää olla edelläkävijä ilmastonmuutoksen hidastamisessa, vaikka se aiheuttaisi suomalaisille kustannuksia.",Yksityisomistuksessa olevien maiden luonnonsuojelun pitää perustua vapaaehtoisuuteen.,Asevelvollisuuden pitää koskea kaikkia sukupuolesta riippumatta.,Suomeen tulisi sijoittaa pysyvä Naton tukikohta.,Päätösvaltaa pitäisi siirtää EU:lta jäsenvaltioille.,"Ukraina pitää hyväksyä pikimmiten EU:n jäseneksi, vaikka se ei täyttäisi vielä jäsenyyskriteereitä.","Kiina-riippuvuudesta pitää pyrkiä eroon, vaikka se heikentäisi yritysten kilpailukykyä.",Ahvenanmaan demilitarisoinnista pitäisi luopua.,Kehitysyhteistyöhön käytettäviä varoja on leikattava.,Suomen on liityttävä Natoon.,"Kun valtion menoja ja tuloja tasapainotetaan, se on tehtävä mieluummin menoja vähentämällä kuin veroja korottamalla.",Valtion on mieluummin otettava lisää velkaa kuin vähennettävä palveluita.,Pääomatulojen verotusta on kiristettävä.,Palkoista pitäisi sopia ensisijaisesti työpaikoilla.,Ansiosidonnaisen työttömyysturvan kestoa pitää lyhentää.,Eläkeläisköyhyyttä pitää vähentää korottamalla takuueläkettä.,Terapian tulee olla maksutonta alle 30-vuotiaille.,"Liikuntaa on lisättävä peruskoulussa, vaikka muiden oppiaineiden kustannuksella.",Sosiaali- ja terveyspalvelut on tuotettava ensisijaisesti julkisina palveluina.,Kannabiksen käyttö pitää laillistaa.,Suomeen ei pidä avata huumeiden käyttöhuoneita.,Viinin myynti pitää sallia jatkossakin vain Alkossa.,"Vanhuspalvelujen hoitajamitoitusta pitää keventää, jotta vanhuksille riittäisi hoivapaikkoja.",Korkeakouluissa on otettava käyttöön lukukausimaksut myös suomalaisille opiskelijoille.,Koulutuksen rahoitusta on lisättävä ensi vaalikaudella.,Pääsykokeiden painoarvoa tulisi lisätä korkeakoulujen opiskelijavalinnoissa.,"Lapsilisiä pitäisi maksaa vähemmän perheille, joilla on suuret tulot.","Valtion pitää maksaa osa opintolainasta, jos korkeakoulusta vastavalmistunut muuttaa töihin kasvukeskusten ulkopuolelle.",Suomen pitää vastaanottaa nykyistä vähemmän kiintiöpakolaisia pakolaisleireiltä.,Työperäistä maahanmuuttoa tarvitaan suomalaisen hyvinvointiyhteiskunnan ylläpitämiseksi.,Yrityksillä pitää olla vapaus palkata työntekijöitä EU:n ulkopuolelta ilman saatavuusharkintaa.,Suomen pitää pystyä karkottamaan nykyistä helpommin rikoksia tehneitä maahanmuuttajia.,Valtion pitää lopettaa maakuntien lentoliikenteen tukeminen.,Bensan ja dieselin verotusta on alennettava.,Ruotsin kielen opiskelu on muutettava vapaaehtoiseksi kaikilla koulutusasteilla.,Ruotsin kielen asema Suomessa on säilytettävä vähintään ennallaan.
Uudenmaan vaalipiiri,Sinimusta Liike,1,1,5,5,5,5,1,5,1,1,4,1,5,5,1,5,1,5,5,5,5,5,1,5,1,1,5,5,5,5,1,5,1,5,1,5,4,5,4,5,1,1,5,5,5,5,1
Uudenmaan vaalipiiri,Vihreät,5,2,2,4,1,2,5,2,5,5,5,5,4,2,2,2,2,5,2,1,5,2,4,5,2,2,4,5,4,4,4,2,4,2,1,5,4,4,2,1,5,4,2,5,1,4,4
Uudenmaan vaalipiiri,Keskusta,2,2,4,4,1,2,2,4,2,4,2,4,5,4,2,2,2,4,2,2,5,4,2,2,2,5,4,5,2,4,1,2,5,2,1,5,2,1,4,2,5,5,2,2,4,1,5
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,5,1,2,2,1,1,4,2,4,2,1,1,1,4,5,1,1,2,1,4,5,2,1,5,5,2,5,5,1,5,1,1,5,1,2,4,1,2,2,1,1,1,2,4
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,2,1,5,5,1,5,5,4,5,4,1,1,2,2,4,2,1,1,1,4,5,1,1,5,5,2,5,4,1,4,1,1,5,1,2,5,1,4,1,2,4,1,2,4
Uudenmaan vaalipiiri,Sosialidemokraatit,4,4,2,2,1,2,4,4,4,4,2,4,2,2,4,2,2,4,2,2,5,2,4,4,1,1,4,4,2,4,1,4,5,2,1,4,4,2,1,2,4,1,4,2,4,2,4
Uudenmaan vaalipiiri,Sinimusta Liike,1,4,5,5,1,2,2,5,5,5,5,5,4,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,5,5,1,1,5,5,1,5,5,1,1,5,5,2,5,1
Uudenmaan vaalipiiri,Liike Nyt,1,5,5,5,4,4,2,4,2,2,2,1,4,4,4,4,2,5,5,4,5,5,1,2,4,5,5,4,5,2,1,5,2,5,4,4,4,5,1,1,4,5,5,5,5,2,5
Uudenmaan vaalipiiri,Liberaalipuolue,4,5,4,4,1,2,5,5,4,1,2,5,5,5,5,2,5,4,5,5,5,5,1,1,5,5,1,2,2,1,5,1,1,5,4,2,5,5,1,4,5,5,4,5,4,5,1
Uudenmaan vaalipiiri,Sosialidemokraatit,4,2,2,2,1,4,4,4,4,4,4,4,2,5,4,2,2,4,2,2,5,4,2,4,1,2,4,4,2,4,2,2,2,2,1,5,4,2,2,2,4,2,4,4,2,2,5
Uudenmaan vaalipiiri,Valta kuuluu kansalle,1,2,5,4,5,4,1,1,1,1,1,1,5,1,1,5,1,5,5,5,1,5,1,2,5,2,4,2,1,5,1,5,5,4,1,5,4,4,1,5,2,2,5,2,5,4,2
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,4,1,5,2,5,4,4,4,5,4,4,1,2,1,5,1,1,2,1,5,5,1,1,5,5,4,5,5,2,4,2,1,5,5,2,2,1,5,2,2,5,2,2,5
Uudenmaan vaalipiiri,Kokoomus,2,5,5,1,5,1,5,5,1,1,1,5,5,5,5,1,2,5,5,2,5,5,1,1,5,5,4,1,1,5,1,1,1,5,5,5,5,1,1,1,5,5,5,5,5,1,5
Uudenmaan vaalipiiri,Perussuomalaiset,1,5,5,4,4,2,2,5,2,4,1,1,5,1,5,5,1,4,4,5,5,5,1,1,4,4,4,2,5,1,1,5,2,4,4,2,5,2,1,5,4,1,5,4,5,4,2
Uudenmaan vaalipiiri,Liberaalipuolue,4,5,4,2,1,2,5,5,4,4,2,5,4,5,5,4,2,5,4,4,5,5,2,2,5,5,2,2,4,1,5,1,1,5,4,2,4,5,1,2,5,4,4,5,1,4,2
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,4,5,4,2,4,2,2,4,4,2,2,5,4,2,5,2,4,2,2,5,4,1,4,5,2,5,4,4,4,1,5,5,2,1,5,5,2,2,2,4,5,5,2,5,2,4
Uudenmaan vaalipiiri,Perussuomalaiset,4,5,2,5,1,4,5,5,2,4,2,1,4,5,5,5,5,5,5,5,5,4,2,4,2,2,4,4,1,4,5,2,1,5,1,4,5,1,1,4,2,1,5,1,5,5,1
Uudenmaan vaalipiiri,Sosialidemokraatit,5,2,2,2,1,2,4,5,4,4,4,5,2,5,5,2,5,5,4,1,5,1,5,2,2,2,5,5,4,5,4,2,1,2,2,5,4,4,2,2,5,2,4,5,2,1,5
Uudenmaan vaalipiiri,Liberaalipuolue,4,5,2,4,4,4,5,5,4,5,4,5,4,5,5,2,4,5,5,5,5,5,1,2,5,5,1,2,1,2,5,1,1,5,1,4,5,2,1,2,4,5,5,5,1,5,4
Uudenmaan vaalipiiri,Suomen Kansa Ensin,1,1,5,5,1,5,1,5,1,1,4,1,5,1,1,5,1,1,5,5,1,5,1,1,5,2,5,5,4,2,2,5,1,1,1,5,5,4,2,5,1,1,5,1,5,5,2
Uudenmaan vaalipiiri,RKP,2,4,2,2,4,1,1,4,1,4,1,4,4,2,2,2,2,4,2,1,5,5,1,2,4,4,4,2,4,2,2,2,4,4,1,4,2,1,1,4,5,5,2,2,2,1,1
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,4,4,4,2,4,2,4,2,4,2,4,5,2,4,5,2,4,4,2,5,5,2,2,5,2,4,5,4,2,2,4,4,4,2,4,4,4,2,2,4,4,4,4,4,2,4
Uudenmaan vaalipiiri,Liike Nyt,2,4,4,4,4,4,2,4,2,2,1,2,4,4,5,2,4,5,4,4,5,1,1,1,4,4,2,2,4,2,1,4,1,4,2,2,4,2,2,4,2,4,4,4,5,2,4
Uudenmaan vaalipiiri,Perussuomalaiset,1,4,5,4,2,4,2,5,1,4,1,4,5,2,4,5,2,5,4,5,5,5,1,1,4,4,2,1,4,4,1,5,2,2,2,5,5,4,4,5,2,1,5,1,5,5,4
Uudenmaan vaalipiiri,Kokoomus,2,5,4,2,4,2,2,5,2,4,1,4,5,2,4,5,2,2,4,2,5,4,1,1,5,4,4,5,4,2,4,2,1,4,1,4,4,5,1,4,4,4,5,2,2,5,4
Uudenmaan vaalipiiri,Perussuomalaiset,1,1,4,5,5,4,1,1,1,1,1,1,5,4,4,5,2,5,4,5,5,5,1,2,1,1,4,4,4,4,1,1,1,2,1,4,4,4,4,5,1,1,5,4,5,5,5
Uudenmaan vaalipiiri,Perussuomalaiset,1,4,5,5,4,4,1,4,4,2,2,1,4,4,1,4,1,4,5,5,5,5,2,1,4,4,5,2,5,5,1,5,1,1,4,5,5,4,1,5,4,1,5,4,5,5,2
Uudenmaan vaalipiiri,Liike Nyt,4,4,4,4,2,4,4,5,2,2,2,2,4,4,4,4,4,4,5,5,5,5,2,2,5,4,2,4,5,4,4,2,1,4,1,5,2,2,2,4,4,4,5,4,4,4,4
Uudenmaan vaalipiiri,Kokoomus,2,4,4,4,2,2,2,5,2,4,1,2,4,4,4,4,4,4,4,4,5,5,1,1,5,4,4,2,2,1,1,4,5,5,2,5,5,1,1,4,4,4,5,4,5,2,1
Uudenmaan vaalipiiri,Vihreät,5,4,1,2,1,2,5,2,5,4,5,5,2,4,2,1,2,4,4,1,5,2,4,4,1,1,5,5,2,4,4,1,1,1,1,4,4,2,1,2,4,4,2,4,2,2,4
Uudenmaan vaalipiiri,Vasemmistoliitto,5,2,1,4,1,4,5,1,5,5,5,5,1,4,1,4,1,5,1,1,1,1,5,5,1,1,5,5,4,5,5,1,4,2,1,5,4,2,2,1,4,1,1,5,2,1,5
Uudenmaan vaalipiiri,RKP,4,4,5,4,2,4,2,2,4,4,2,1,5,2,4,2,4,4,2,2,5,4,2,2,2,4,4,5,5,2,4,2,2,1,1,4,2,5,1,4,5,5,5,2,4,1,5
Uudenmaan vaalipiiri,Sosialidemokraatit,4,4,4,2,2,2,4,5,4,4,2,4,5,4,4,2,2,4,2,4,5,4,2,4,2,2,4,4,4,5,2,4,2,2,1,5,2,4,2,2,5,2,5,4,2,2,4
Uudenmaan vaalipiiri,Kokoomus,1,4,4,2,4,2,2,4,2,2,2,4,5,2,4,4,2,4,4,2,5,4,2,1,4,5,2,2,1,2,2,2,2,4,1,4,4,1,1,2,5,4,5,2,4,2,4
Uudenmaan vaalipiiri,RKP,2,4,4,1,5,1,2,5,2,4,4,4,5,2,4,2,1,4,1,2,5,5,1,1,4,5,4,2,2,2,1,1,4,4,1,4,4,1,1,2,5,5,4,2,1,1,5
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,1,5,5,5,5,1,5,2,1,2,1,5,1,2,1,4,4,4,2,5,5,1,2,5,4,5,4,4,2,1,4,4,2,1,4,2,4,4,4,4,4,5,4,5,4,5
Uudenmaan vaalipiiri,Sosialidemokraatit,4,2,2,2,2,2,4,4,4,2,2,4,4,4,2,2,2,4,2,2,4,2,4,4,2,2,2,4,4,4,2,4,4,2,2,4,4,2,2,2,4,2,2,2,2,2,4
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,4,1,5,5,2,5,5,5,5,2,1,1,2,2,5,1,1,1,1,5,5,1,1,5,5,4,5,5,1,2,1,1,5,5,2,1,1,5,1,1,5,1,1,5
Uudenmaan vaalipiiri,Kokoomus,5,5,5,2,1,2,5,4,4,5,4,5,5,5,5,2,4,5,5,4,5,5,1,1,5,5,1,2,4,1,2,1,1,5,2,4,1,5,1,1,5,5,4,5,1,2,4
Uudenmaan vaalipiiri,RKP,4,4,2,2,2,4,2,2,4,4,4,4,4,4,2,2,4,4,2,1,4,2,4,4,4,2,4,4,4,4,2,2,2,4,2,4,4,2,2,1,5,4,2,2,4,2,5
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,4,4,4,4,2,1,5,2,2,1,1,5,2,5,5,4,4,4,2,5,5,2,2,2,2,4,2,4,2,2,4,5,4,1,5,4,2,4,2,5,4,4,2,5,2,4
Uudenmaan vaalipiiri,Liike Nyt,4,4,4,4,4,1,2,5,4,2,2,2,4,2,1,4,2,4,5,5,5,5,1,1,4,5,4,1,5,4,4,1,1,4,1,5,5,1,4,2,5,5,5,2,5,1,5
Uudenmaan vaalipiiri,Perussuomalaiset,1,2,4,5,4,4,1,5,1,1,1,1,5,1,2,5,1,4,4,5,5,5,1,2,4,2,2,1,5,4,1,5,1,4,2,4,4,2,2,5,2,1,5,2,5,5,2
Uudenmaan vaalipiiri,Vapauden liitto,1,2,4,5,4,5,2,5,2,1,4,1,5,5,1,5,1,2,4,4,2,4,2,4,4,2,5,5,4,4,1,5,2,2,2,2,4,2,4,1,5,4,5,2,5,2,4
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,4,1,5,5,2,5,5,5,5,2,2,1,2,2,5,1,1,5,1,4,5,1,1,5,5,4,5,4,1,5,1,1,5,5,5,4,1,4,2,1,5,1,2,5
Uudenmaan vaalipiiri,Liike Nyt,2,2,2,4,2,5,4,2,4,4,4,4,4,4,5,2,4,4,4,5,5,4,2,2,4,2,4,5,2,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4
Uudenmaan vaalipiiri,Perussuomalaiset,2,1,2,4,4,2,1,5,1,4,1,1,5,1,5,5,5,5,4,5,5,5,1,4,2,1,5,5,5,4,1,2,5,4,1,5,2,4,4,5,1,1,5,4,5,1,5
Uudenmaan vaalipiiri,Sosialidemokraatit,4,4,2,4,1,2,2,5,2,2,2,4,4,2,4,2,2,4,4,2,5,4,2,4,1,1,5,5,4,4,1,2,2,1,1,4,2,2,2,2,4,2,4,2,4,1,4
Uudenmaan vaalipiiri,Vasemmistoliitto,4,2,1,5,1,2,4,1,4,4,2,4,4,1,1,4,1,2,1,2,4,1,4,5,1,1,5,5,4,5,5,1,1,1,1,5,4,4,4,4,4,1,2,2,2,1,5
Uudenmaan vaalipiiri,Vihreät,4,5,1,2,1,2,5,4,5,5,5,5,2,4,2,2,2,5,1,1,5,2,4,5,2,2,5,5,4,5,5,1,2,1,1,5,4,5,1,1,5,4,2,5,1,1,5
Uudenmaan vaalipiiri,Keskusta,2,4,4,4,2,4,1,4,2,5,1,2,4,1,1,1,5,4,4,4,5,5,2,1,5,1,5,4,4,5,1,5,2,5,1,4,5,2,4,4,5,4,5,1,5,1,5
Uudenmaan vaalipiiri,Kokoomus,2,4,4,4,2,2,4,4,4,4,4,4,2,4,4,4,2,4,4,2,5,5,1,2,4,4,2,2,4,1,2,4,2,4,1,4,4,2,2,2,5,4,5,2,2,1,4
Uudenmaan vaalipiiri,Perussuomalaiset,1,5,5,5,4,5,1,5,2,2,2,1,5,1,4,5,2,4,5,5,5,5,1,1,5,2,5,5,2,2,1,1,1,4,1,2,2,4,1,1,4,2,5,5,4,5,1
Uudenmaan vaalipiiri,Liike Nyt,4,2,4,2,2,2,4,4,4,4,4,2,4,2,4,4,4,2,4,4,5,5,2,2,5,4,4,4,4,5,4,1,1,1,2,5,2,4,4,4,5,4,5,2,5,4,2
Uudenmaan vaalipiiri,Vasemmistoliitto,5,2,1,2,2,4,4,2,4,4,4,4,4,5,2,2,2,4,2,2,5,2,4,4,1,1,4,5,4,4,4,2,2,2,1,5,4,1,2,2,5,4,2,4,2,2,4
Uudenmaan vaalipiiri,Keskusta,4,2,2,4,1,5,2,2,4,4,2,2,2,2,2,4,4,2,4,4,2,5,2,2,4,2,4,2,2,4,2,4,2,2,2,2,4,4,4,4,2,2,4,2,4,4,2
Uudenmaan vaalipiiri,Sosialidemokraatit,5,2,2,2,1,2,4,4,5,4,4,5,4,4,2,2,4,5,2,1,5,2,4,4,2,2,4,4,4,5,4,1,4,2,1,5,5,4,1,2,4,2,4,4,2,2,4
Uudenmaan vaalipiiri,Kokoomus,2,5,4,2,2,4,4,5,2,2,4,4,4,5,5,5,1,5,5,5,5,5,1,1,5,5,2,2,4,1,5,2,1,5,4,4,4,2,1,5,5,5,5,5,2,5,2
Uudenmaan vaalipiiri,Vasemmistoliitto,5,4,2,4,1,4,5,2,5,4,5,5,4,2,1,2,2,5,2,1,4,1,4,5,2,1,4,4,2,5,5,1,4,2,1,5,4,2,1,1,5,2,2,5,2,2,4
Uudenmaan vaalipiiri,Perussuomalaiset,2,5,5,4,4,2,1,5,1,1,2,1,5,5,2,5,2,2,5,1,5,5,2,1,4,2,2,2,4,4,1,5,1,5,1,4,5,4,1,5,2,2,5,4,5,2,4
Uudenmaan vaalipiiri,RKP,5,4,4,4,2,4,2,4,4,2,2,4,4,1,2,4,4,2,2,4,5,4,1,2,4,2,5,4,2,2,1,2,2,1,1,5,1,2,1,2,5,5,5,2,5,1,5
Uudenmaan vaalipiiri,Sinimusta Liike,1,4,5,5,1,2,2,5,5,5,5,5,2,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,5,5,1,1,5,5,1,5,5,1,1,5,5,2,5,1
Uudenmaan vaalipiiri,Vihreät,5,4,1,2,1,4,5,5,5,5,5,5,4,5,4,1,4,4,2,1,5,2,4,5,2,2,4,5,2,5,5,1,2,1,1,5,4,4,1,1,5,5,1,5,1,4,4
Uudenmaan vaalipiiri,Vihreät,5,4,2,4,1,5,5,2,5,5,5,5,4,4,2,2,1,4,2,1,4,2,2,4,2,2,4,5,2,4,5,1,2,2,1,5,4,5,1,1,5,2,4,5,2,2,4
Uudenmaan vaalipiiri,Perussuomalaiset,1,2,2,1,4,4,1,5,1,4,1,1,4,2,2,5,2,5,4,5,4,5,2,2,2,1,5,4,4,4,1,5,2,4,1,5,4,4,1,5,1,1,5,2,5,5,2
Uudenmaan vaalipiiri,RKP,5,2,2,2,1,2,4,4,4,5,4,5,2,4,4,2,4,4,1,1,5,5,2,1,4,2,4,5,2,4,1,1,4,4,1,5,4,1,1,1,5,5,2,4,2,1,5
Uudenmaan vaalipiiri,Sinimusta Liike,1,4,5,5,1,2,2,5,5,5,5,5,2,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,5,5,1,1,5,5,1,5,5,1,1,5,5,2,5,1
Uudenmaan vaalipiiri,Perussuomalaiset,1,1,5,4,5,2,1,4,1,2,2,1,5,2,2,5,4,4,2,5,5,4,2,4,2,4,4,4,2,4,1,5,2,2,1,4,4,2,2,5,2,1,5,2,5,5,2
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,4,2,4,4,1,2,4,1,2,4,4,4,1,2,4,2,5,2,2,5,5,1,2,4,4,4,2,4,4,1,5,4,2,1,4,4,4,4,2,2,2,4,2,4,1,5
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,4,2,4,2,5,2,4,2,4,4,2,5,4,1,5,4,4,4,2,5,4,2,4,4,4,4,2,5,4,1,5,4,2,2,4,4,4,5,2,5,2,5,2,5,2,5
Uudenmaan vaalipiiri,Sinimusta Liike,1,1,1,5,1,5,1,5,5,1,5,1,5,1,1,5,1,1,5,5,1,5,4,2,1,1,5,5,5,1,4,5,1,1,1,5,5,5,5,5,1,1,5,1,5,5,1
Uudenmaan vaalipiiri,Vasemmistoliitto,5,2,1,5,1,5,5,1,5,5,5,5,1,5,1,2,1,5,1,1,5,1,5,5,1,1,5,4,4,5,5,1,2,1,1,5,2,2,2,4,5,4,2,4,2,1,5
Uudenmaan vaalipiiri,Liike Nyt,1,5,5,5,5,5,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,1,5,1,5,5,1,5,1,1,5,5,1,5,5,1,5,1,5,1,5
Uudenmaan vaalipiiri,Sinimusta Liike,1,2,5,4,4,4,2,5,4,5,4,4,4,1,1,5,1,5,5,5,1,5,1,1,2,4,2,1,4,5,1,5,2,1,1,4,4,1,4,5,1,1,5,4,5,4,1
Uudenmaan vaalipiiri,Sinimusta Liike,1,4,5,5,5,2,1,5,5,4,5,4,2,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5,5,1,5,5,1,1,5,5,1,5,5,1,1,5,5,4,5,1
Uudenmaan vaalipiiri,Vihreät,5,4,1,2,1,5,5,1,5,5,5,5,4,2,2,1,2,5,1,1,5,2,4,4,2,4,5,5,2,5,5,1,1,1,1,5,4,5,1,1,5,5,1,5,1,1,5
Uudenmaan vaalipiiri,RKP,5,4,2,2,1,2,4,4,4,4,4,5,4,5,4,2,4,5,1,1,5,5,2,1,4,2,2,5,2,4,5,1,1,2,1,5,5,2,1,1,5,5,2,2,1,1,5
Uudenmaan vaalipiiri,Liberaalipuolue,4,4,1,4,1,2,4,5,4,1,5,4,5,4,4,2,2,5,4,5,5,5,1,1,5,2,2,1,1,4,5,1,1,4,2,2,2,5,1,4,5,5,4,5,1,4,1
Uudenmaan vaalipiiri,Liike Nyt,2,4,5,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,5,4,5,5,1,1,4,4,4,4,4,2,1,4,1,5,2,5,5,2,2,4,5,5,5,4,4,1,5
Uudenmaan vaalipiiri,Liike Nyt,4,4,2,4,2,4,4,4,5,4,5,2,4,2,2,4,4,4,4,2,5,4,2,2,4,4,4,4,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,2,4,4,4
Uudenmaan vaalipiiri,Keskusta,4,2,4,4,2,2,2,5,2,2,2,4,5,5,4,4,2,4,4,4,5,4,2,4,4,4,4,5,2,4,2,2,5,4,1,4,4,2,2,2,5,5,4,2,4,2,4
Uudenmaan vaalipiiri,Keskusta,2,2,4,2,4,2,2,4,2,4,2,4,4,2,2,4,2,4,2,1,5,4,2,2,2,2,4,4,4,5,1,4,4,2,1,5,5,2,4,2,5,4,4,2,5,1,5
Uudenmaan vaalipiiri,Liike Nyt,2,4,4,4,2,4,2,4,2,2,2,2,4,2,4,5,2,4,4,4,5,5,2,2,4,2,4,4,4,2,2,2,1,4,4,4,2,4,2,4,4,4,5,4,5,4,4
Uudenmaan vaalipiiri,Vapauden liitto,1,1,4,5,1,4,2,4,2,2,2,1,5,4,1,5,2,5,5,5,1,4,1,4,5,5,5,4,5,5,2,2,2,1,4,4,4,4,4,5,2,2,5,2,5,2,4
Uudenmaan vaalipiiri,Perussuomalaiset,1,5,5,5,2,5,1,5,1,1,1,1,5,4,4,5,2,4,4,5,5,5,2,2,2,1,5,2,2,4,2,2,1,2,1,2,5,4,4,5,2,1,5,5,5,5,2
Uudenmaan vaalipiiri,Suomen Kommunistinen Puolue,5,4,1,4,2,5,2,4,4,2,4,2,2,2,1,5,1,1,1,1,1,1,5,5,1,1,5,4,2,5,1,5,5,1,1,4,2,4,4,1,4,2,1,4,5,1,5
Uudenmaan vaalipiiri,Keskusta,4,5,2,4,2,5,1,2,2,4,2,4,4,2,1,4,1,4,1,4,2,5,1,1,2,2,2,4,4,4,1,5,4,2,1,4,5,1,5,5,4,1,5,4,4,4,2
Uudenmaan vaalipiiri,Vapauden liitto,1,1,5,5,5,5,1,5,2,2,1,1,5,5,5,5,5,4,4,5,5,5,1,1,5,5,4,2,5,4,4,5,2,5,2,2,5,5,5,5,5,5,5,5,5,5,1
Uudenmaan vaalipiiri,Perussuomalaiset,1,4,4,4,4,4,2,2,2,2,2,1,4,2,2,5,2,4,2,5,2,4,2,2,2,2,4,2,2,4,1,5,4,2,1,4,2,2,4,5,2,1,5,1,5,4,2
Uudenmaan vaalipiiri,Sosialidemokraatit,5,5,2,2,1,4,4,5,5,4,4,5,2,4,4,1,2,5,4,1,5,2,2,5,1,1,5,5,2,5,2,1,5,2,1,4,5,5,1,1,5,4,2,2,1,1,5
Uudenmaan vaalipiiri,Kristillisdemokraatit,2,4,2,4,2,4,2,4,4,4,2,4,4,4,4,4,2,2,4,2,5,4,2,2,4,2,4,4,2,4,1,2,2,4,2,4,2,4,4,2,4,4,5,4,4,2,5
Uudenmaan vaalipiiri,Vasemmistoliitto,5,1,1,4,1,1,2,4,4,4,4,5,5,4,1,4,2,5,1,1,5,1,4,5,1,1,5,5,4,5,4,1,4,1,1,5,5,1,2,2,5,1,2,4,2,1,5
Uudenmaan vaalipiiri,Sinimusta Liike,1,4,5,5,1,2,2,5,5,5,5,5,2,1,1,1,1,5,5,5,1,5,1,1,1,1,1,1,5,1,1,5,5,1,1,5,5,1,5,5,1,1,5,5,2,5,1
Uudenmaan vaalipiiri,Valta kuuluu kansalle,1,2,2,5,4,5,1,4,2,2,2,2,4,2,1,5,1,4,4,5,1,5,2,4,2,2,5,5,2,5,1,5,2,4,2,4,4,4,5,5,1,1,5,2,5,5,1
Uudenmaan vaalipiiri,Kristallipuolue,1,2,2,5,2,5,1,5,1,1,1,1,5,1,1,5,1,2,1,5,1,5,5,5,1,1,5,5,5,5,2,1,1,1,1,5,5,5,1,5,1,2,5,2,5,5,1
Uudenmaan vaalipiiri,Perussuomalaiset,1,1,5,5,4,5,1,5,1,1,1,1,5,5,4,5,5,4,5,5,5,5,1,1,2,1,5,5,5,4,2,5,4,5,1,5,2,2,1,4,5,1,5,1,5,5,4
Uudenmaan vaalipiiri,Kristillisdemokraatit,1,1,4,4,2,1,1,4,1,4,2,2,5,1,4,5,4,5,5,2,5,5,1,1,4,4,5,5,4,4,1,5,1,2,1,2,4,2,2,2,5,5,4,1,5,2,4
Uudenmaan vaalipiiri,Vihreät,5,4,4,2,1,2,5,4,5,5,5,5,2,5,4,2,2,5,5,2,5,4,2,4,2,4,2,5,2,4,5,1,1,2,1,5,2,5,1,1,5,5,5,5,1,5,4
Uudenmaan vaalipiiri,RKP,4,4,5,1,2,2,4,5,4,2,5,4,2,2,5,2,2,2,2,2,5,5,2,1,2,4,4,2,2,4,1,4,1,2,1,5,5,1,1,2,5,5,4,4,2,1,5
Uudenmaan vaalipiiri,Vapauden liitto,1,4,4,5,5,5,1,4,1,1,1,1,5,1,1,5,1,4,1,5,1,5,1,1,5,1,4,2,5,4,2,4,1,4,2,1,2,1,2,5,4,1,5,2,5,5,2
Uudenmaan vaalipiiri,Valta kuuluu kansalle,1,2,1,4,4,5,1,4,1,2,1,1,4,4,1,5,1,4,1,5,1,1,1,4,5,1,5,2,4,5,1,5,5,2,1,2,5,4,4,5,2,2,5,2,5,5,1
Uudenmaan vaalipiiri,Liike Nyt,4,4,4,2,2,2,2,4,4,2,4,4,4,4,4,4,2,4,4,4,5,4,2,2,4,4,4,2,4,4,2,4,2,4,2,4,4,4,2,2,4,4,4,2,2,2,4
Uudenmaan vaalipiiri,RKP,1,4,5,2,2,2,1,4,2,2,2,2,5,2,2,2,2,4,5,2,5,4,2,1,5,4,4,2,4,2,1,5,1,5,2,2,2,2,2,2,5,2,5,2,5,1,5
